datetime,WIKI/AAPL,WIKI/GOOG,WIKI/MSFT,cash,commission,total,returns,equity_curve,drawdown
2017-09-07,15863.0,93595.0,7434.0,3997.0,0.0,120889.0,0.00536409301088,1.20889,0.041425
2017-09-08,16150.0,92650.0,7398.0,3997.0,0.0,120195.0,-0.00574080354706,1.20195,0.048365
2017-09-11,16082.0,92908.0,7476.0,3997.0,0.0,120463.0,0.00222971005449,1.20463,0.045685
2017-09-12,15965.0,93207.0,7468.0,3997.0,0.0,120637.0,0.00144442691947,1.20637,0.043945
2017-09-13,15828.0,93509.0,7521.0,3997.0,0.0,120855.0,0.00180707411491,1.20855,0.041765
2017-09-14,15988.0,92511.0,7477.0,3997.0,0.0,119973.0,-0.00729800173762,1.19973,0.050585
2017-09-15,15867.0,92029.0,7531.0,3997.0,0.0,119424.0,-0.00457602960666,1.19424,0.056075
2017-09-18,15873.0,91500.0,7516.0,3997.0,0.0,118886.0,-0.00450495712755,1.18886,0.061455
2017-09-19,15607.0,92181.0,7544.0,3997.0,0.0,119329.0,0.0037262587689,1.19329,0.057025
2017-09-20,15339.0,93158.0,7494.0,3997.0,0.0,119988.0,0.00552254690813,1.19988,0.050435
2017-09-21,15189.0,93245.0,7421.0,3997.0,0.0,119852.0,-0.001133446678,1.19852,0.051795
2017-09-22,15055.0,92853.0,7441.0,3997.0,0.0,119346.0,-0.00422187364416,1.19346,0.056855
2017-09-25,15314.0,92097.0,7326.0,3997.0,0.0,118734.0,-0.00512794731286,1.18734,0.062975
2017-09-26,15423.0,92486.0,7326.0,3997.0,0.0,119232.0,0.00419424933044,1.19232,0.057995
2017-09-27,15328.0,94449.0,7385.0,3997.0,0.0,121159.0,0.0161617686527,1.21159,0.038725
2017-09-28,15412.0,94950.0,7387.0,3997.0,0.0,121746.0,0.00484487326571,1.21746,0.032855
2017-09-29,15381.0,95911.0,7449.0,3997.0,0.0,122738.0,0.00814811164227,1.22738,0.022935
2017-10-02,15448.0,95327.0,7461.0,3997.0,0.0,122233.0,-0.00411445518095,1.22233,0.027985
2017-10-03,15345.08,95779.0,7426.0,3997.0,0.0,122547.08,0.0025695188697,1.2254708,0.0248442
2017-10-04,15539.0,95168.0,7469.0,3997.0,0.0,122173.0,-0.00305254111318,1.22173,0.028585
2017-10-05,15530.0,96996.0,7597.0,3997.0,0.0,124120.0,0.0159364180302,1.2412,0.009115
